id,model,config,task_id,failure_mode,auto_detected_patterns,test_code,error_output_summary,root_cause_category,specific_issue,proximity_to_success,recurring_pattern,notes
11,granite-4.0-micro,"Two-Step, T=0.0",76687,Assertion,Value mismatch,"def test_sha256_cbor():
    solution = Solution()
    assert solution.sha256_cbor([1, 2, 3]) == b'\x96\x93\x01\x02\x03'","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
or_line25 ___________________________

    def test_sha256_cbor_line25():
        solution = Solution()
>       assert solution.sha256_cbor([1, 2, 3]) == b'\x96\x93\x01\x02\x03'
E       AssertionError: assert b'J\xbc1\x13|...\x94\xb3U\xe7' == b'\x96\x93\x01\x02\x03'
E         
E         At index 0 diff: b'J' != b'\x96'
E         
E         Full diff:
E         - (b'\x96\x93\x01\x02\x03')
E         + (b'J\xbc1\x13|\xe78\xd9\xac\xeb\x8a\x1d\x1dQ\xf1\\\xadB\xc2\xb0\x8d\xcb~\xd1'
E         +  b'y\xf77\xa1\x94\xb3U\xe7')

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_sha256_cbor_line25 - AssertionError: assert b'...
============================== 1 failed in 0.18s ==============================",IncorrectAssertion,"Test asserts an incorrect hardcoded byte string for the sha256_cbor hash of [1, 2, 3].",high,YES,
12,granite-4.0-micro,"One-Step, T=0.0",15077,Assertion,Value mismatch,"import unittest
from unittest.mock import patch, MagicMock

class TestSafeHash(unittest.TestCase):
    def test_safe_hash(self):
        solution = Solution()
        data = b""test""
        expected_md5 = hashlib.md5(data, usedforsecurity=True).digest()
        with patch('hashlib.md5') as md5_mock:
            md5_mock.return_value = MagicMock(spec=HASH, digest=expected_md5)
            result = solution.safe_hash(data)
            self.assertEqual(result, expected_md5)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
e22>

    def test_safe_hash_line22(self):
        solution = Solution()
        data = b'test'
        expected_md5 = hashlib.md5(data, usedforsecurity=True).digest()
        with patch('hashlib.md5') as md5_mock:
            md5_mock.return_value = MagicMock(spec=HASH, digest=expected_md5)
            result = solution.safe_hash(data)
>           self.assertEqual(result, expected_md5)
E           AssertionError: <MagicMock name='md5()' spec='HASH' id='2818401311328'> != b""\t\x8fk\xcdF!\xd3s\xca\xdeN\x83&'\xb4\xf6""

test_generated.py:48: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::TestSafeHash::test_safe_hash_line22 - AssertionErro...
============================== 1 failed in 0.17s ==============================",SemanticMisunderstanding,"Test expects safe_hash to return a byte string digest, but it returns the hash object itself.",near,,
13,granite-4.0-micro,"One-Step, T=0.0",19075,Syntax,Syntax/Indentation error,"import io
from unittest.mock import MagicMock, patch
from pandas.io.common import IOHandles

def test_get_handle():
    solution = Solution()
    with patch('pandas.io.common._BytesTarFile') as MockBytesTarFile:
        with patch('pandas.io.common.TextIOWrapper') as MockTextIOWrapper:
            with patch('pandas.io.common.TextIOWrapper.open') as MockOpen:
                with patch('pandas.io.common.open') as MockOpenFile:
                    with patch('pandas.io.common.gzip.GzipFile') as MockGzipFile:
                        with patch('pandas.io.common.bz2.BZ2File') as MockBZ2File:
                            with patch('pandas.io.common.zipfile.ZipFile') as MockZipFile:
                                with patch('pandas.io.common.ta
... [TRUNCATED] ...
                                       assert MockOpenBinary.return_value is None
                                                                                                assert MockOpenText.return_value is None
                                                                                                assert MockOpenBinaryNoClose.return_value is None
                                                                                                assert MockOpenTextNoClose.return_value","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
es\_pytest\pathlib.py:587: in import_path
    importlib.import_module(module_name)
C:\Program Files\Python312\Lib\importlib\__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
... [TRUNCATED] ...
AppData\Local\Temp\eval_19075_wlkchkce\test_generated.py"", line 63
E       with patch('pandas.io.common.codecs.lookup_error'):
E            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E   SyntaxError: too many statically nested blocks
=========================== short test summary info ===========================
ERROR test_generated.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 0.62s ===============================",MalformedSyntax,Test exceeds Python's maximum indentation/nesting depth limit (20 blocks) by chaining too many with patch: contexts.,low,nested patch blocks syntax error,
14,granite-4.0-micro,"One-Step, T=0.0",48404,Runtime,Import error; Missing module,"import datetime
from unittest.mock import MagicMock
from your_module import Solution

def test_naturaltime():
    now = datetime.datetime.now()
    solution = Solution()

    # Test with a datetime object in the future
    future_dt = now + datetime.timedelta(days=1)
    assert solution.naturaltime(future_dt) == ""1 day from now""

    # Test with a datetime object in the past
    past_dt = now - datetime.timedelta(days=1)
    assert solution.naturaltime(past_dt) == ""1 day ago""

    # Test with a timedelta object in the future
    future_td = datetime.timedelta(days=1)
    assert solution.naturaltime(future_td) == ""1 day from now""

    # Test with a timedelta object in the past
    past_td = datetime.timedelta(days=1)
    assert solution.naturaltime(past_td) == ""1 day ago""

    # Test with a float representing seconds in the future
    assert solution.naturaltime(1.0) == ""a moment from now""

    # Test with a float representing seconds in the past
    assert solution.naturaltime(-1.0) == ""a moment ago""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
______________
ImportError while importing test module 'C:\Users\cbark\AppData\Local\Temp\eval_48404_tg9j7qqb\test_generated.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Program Files\Python312\Lib\importlib\__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
test_generated.py:38: in <module>
    from your_module import Solution
E   ModuleNotFoundError: No module named 'your_module'
=========================== short test summary info ===========================
ERROR test_generated.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 0.36s ===============================",EnvironmentMismatch,Test attempts to import Solution from a placeholder module name your_module.,high,your_module placeholder import,
15,granite-4.0-micro,"One-Step, T=0.0",46905,Runtime,Import error; Missing module,"import unittest
from unittest.mock import MagicMock
from your_module import Solution

class TestCheckXY(unittest.TestCase):
    def test_check_X_y(self):
        solution = Solution()
        X = [[1, 2], [3, 4], [5, 6]]
        y = [1, 2, 3]
        estimator = MagicMock()

        with self.assertRaises(ValueError) as cm:
            X_converted, y_converted = solution.check_X_y(X, y, estimator=estimator)
        expected_message = f""estimator requires y to be passed, but the target y is None""
        self.assertEqual(str(cm.exception), expected_message)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
______________
ImportError while importing test module 'C:\Users\cbark\AppData\Local\Temp\eval_46905_jtwiahel\test_generated.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Program Files\Python312\Lib\importlib\__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
test_generated.py:38: in <module>
    from your_module import Solution
E   ModuleNotFoundError: No module named 'your_module'
=========================== short test summary info ===========================
ERROR test_generated.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 2.71s ===============================",EnvironmentMismatch,Test attempts to import Solution from a placeholder module name your_module.,high,your_module placeholder import,
16,granite-4.0-micro,"Two-Step, T=0.0",67890,Runtime,Needs manual review,"def test_xxhash():
    solution = Solution()
    assert solution.xxhash([1, 2, 3]) == _xxhash_digest(pickle.dumps([1, 2, 3], protocol=pickle.HIGHEST_PROTOCOL))","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
OCOL))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:38: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <under_test.Solution object at 0x0000020D0E9B13A0>, input = [1, 2, 3]

    def xxhash(self, input: Any) -> bytes:
        """"""Hash picklable objects using xxHash.""""""
        input_bytes = pickle.dumps(input, protocol=pickle.HIGHEST_PROTOCOL)
>       return _xxhash_digest(input_bytes)
               ^^^^^^^^^^^^^^
E       NameError: name '_xxhash_digest' is not defined

under_test.py:24: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_xxhash_line13 - NameError: name '_xxhash_diges...
============================== 1 failed in 0.19s ==============================",MissingDefinition,Test fails because the module-level helper _xxhash_digest is not defined in the test harness scope.,near,missing _xxhash_digest,
17,granite-4.0-micro,"Two-Step, T=0.0",15279,Assertion,Value mismatch; Unexpected None,"def test_iter_slices():
    solution = Solution()
    assert solution.iter_slices(""abcdef"", None) == [""abcdef""]","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
============================ FAILURES ===================================
___________________________ test_iter_slices_line27 ___________________________

    def test_iter_slices_line27():
        solution = Solution()
>       assert solution.iter_slices('abcdef', None) == ['abcdef']
E       AssertionError: assert <generator ob...0017603E3F920> == ['abcdef']
E         
E         Full diff:
E         + <generator object Solution.iter_slices at 0x0000017603E3F920>
E         - [
E         -     'abcdef',
E         - ]

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_iter_slices_line27 - AssertionError: assert <g...
============================== 1 failed in 0.27s ==============================",SemanticMisunderstanding,"Test expects iter_slices to return a list, but it returns a generator object.",near,,
18,granite-4.0-micro,"One-Step, T=0.0",23426,Runtime,Type mismatch,"import numpy as np
from unittest.mock import MagicMock

def test_check_consistent_length():
    solution = Solution()
    arrays = ([np.array([1, 2, 3]), np.array([4, 5, 6])],)
    with MagicMock(spec=solution) as mocked:
        mocked._num_samples.return_value = 3
        solution.check_consistent_length(*arrays)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
eck_consistent_length_line38 FAILED            [100%]

================================== FAILURES ===================================
_____________________ test_check_consistent_length_line38 _____________________

    def test_check_consistent_length_line38():
        solution = Solution()
        arrays = ([np.array([1, 2, 3]), np.array([4, 5, 6])],)
>       with MagicMock(spec=solution) as mocked:
             ^^^^^^^^^^^^^^^^^^^^^^^^
E       TypeError: 'MagicMock' object does not support the context manager protocol

test_generated.py:42: TypeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_check_consistent_length_line38 - TypeError: 'M...
============================== 1 failed in 2.64s ==============================",MockingError,Test attempts to use a MagicMock instance as a context manager without properly configuring its __enter__ and __exit__ methods.,moderate,,
19,granite-4.0-micro,"Two-Step, T=0.0",19075,Runtime,Needs manual review,"def test_get_handle():
    solution = Solution()
    assert solution.get_handle('example.txt', 'r') == IOHandles(handle=open('example.txt', 'r'), created_handles=[], is_wrapped=False, compression=None)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
 == IOHandles(handle=open('example.txt', 'r'), created_handles=[], is_wrapped=False, compression=None)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:38: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <under_te
... [TRUNCATED] ...
     # read_csv does not know whether the buffer is opened in binary/text mode
>       if _is_binary_mode(path_or_buf, mode) and ""b"" not in mode:
           ^^^^^^^^^^^^^^^
E       NameError: name '_is_binary_mode' is not defined

under_test.py:103: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_handle_line92 - NameError: name '_is_binar...
============================== 1 failed in 2.20s ==============================",MissingDefinition,Test execution hits a NameError because the helper _is_binary_mode is missing from the module scope.,near,,
20,granite-4.0-micro,"One-Step, T=0.0",62484,Runtime,Needs manual review,"import os
from unittest.mock import patch
from pathlib import Path
from pandas.core.dtypes.generic import ABCMultiIndex

def test_check_parent_directory():
    solution = Solution()
    with patch('os.path.isdir', return_value=False):
        with patch('pandas.core.dtypes.generic.ABMultiIndex') as mock_abm_index:
            with patch('os.OSError') as mock_os_error:
                path = Path('/non/existent/directory/file.txt')
                solution.check_parent_directory(path)
                mock_os_error.assert_called_once_with(rf""Cannot save file into a non-existent directory: '{Path('/non/existent/directory')}'"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_value=False):
>           with patch('pandas.core.dtypes.generic.ABMultiIndex') as mock_abm_index:
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:44: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Progra
... [TRUNCATED] ...
<module 'pandas.core.dtypes.generic' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\pandas\\core\\dtypes\\generic.py'> does not have the attribute 'ABMultiIndex'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_check_parent_directory_line36 - AttributeError...
============================== 1 failed in 1.25s ==============================",MockingError,Test attempts to patch pandas.core.dtypes.generic.ABMultiIndex which is a typo for ABCMultiIndex.,high,,
